DATE,CLOSE,VOLUME
2014-12-07,1428.22,3470141.02
2014-12-08,1474.53,1514062.84
2014-12-09,1401.42,2697415.34
2014-12-10,1487.65,2371094.39
2014-12-11,1469.09,3065196.77
2014-12-12,1482.19,1944966.84
2014-12-13,1494.13,2334341.08
2014-12-14,1472.31,3743015.16
2014-12-15,1470.26,3982942.66
2014-12-16,1571.91,1923523.8
2014-12-17,1451.45,3261064.33
2014-12-18,1442.42,2471214.43
2014-12-19,1430.06,1411606.74
2014-12-20,1420.24,2393666.53
2014-12-21,1512.9,3771545.07
2014-12-22,1388.28,2469659.37
2014-12-23,1416.35,1884643.99
2014-12-24,1512.91,2445756.12
2014-12-25,1529.0,1806262.46
2014-12-26,1446.88,1961680.65
2014-12-27,1400.08,2004678.99
2014-12-28,1529.45,2360013.4
2014-12-29,1436.65,2091764.82
2014-12-30,1415.46,1033747.26
2014-12-31,1631.64,1443704.25
2015-01-01,1414.85,1696278.42
2015-01-02,1487.97,2370293.21
2015-01-03,1407.75,1641481.74
2015-01-04,1630.79,2344754.9
2015-01-05,1442.81,3341827.85
2015-01-06,1469.58,2466647.28
2015-01-07,1514.76,4049965.21
2015-01-08,1443.94,3679802.27
2015-01-09,1447.82,3193990.66
2015-01-10,1460.25,1638551.22
2015-01-11,1650.54,2333000.62
2015-01-12,1443.88,2036622.9
2015-01-13,1582.34,2617349.1
2015-01-14,1640.33,3038591.48
2015-01-15,1454.6,3956758.0
2015-01-16,1707.37,1613425.65
2015-01-17,1585.4,1951897.97
2015-01-18,1541.68,2127880.31
2015-01-19,1627.39,2120234.44
2015-01-20,1629.05,1613368.19
2015-01-21,1618.19,1860269.09
2015-01-22,1550.91,1119489.52
2015-01-23,1567.48,2561662.79
2015-01-24,1697.9,2980972.2
2015-01-25,1579.56,1389974.22
2015-01-26,1658.55,1177820.55
2015-01-27,1454.71,2685919.55
2015-01-28,1582.56,2085550.14
2015-01-29,1660.23,2136670.68
2015-01-30,1702.85,2929498.35
2015-01-31,1685.46,4337998.76
2015-02-01,1698.01,1178433.98
2015-02-02,1674.56,2187920.5
2015-02-03,1637.32,2662102.96
2015-02-04,1595.73,2262360.76
2015-02-05,1758.32,2807462.31
2015-02-06,1564.76,2804216.84
2015-02-07,1654.88,785829.27
2015-02-08,1674.67,4819922.14
2015-02-09,1609.37,2976140.27
2015-02-10,1677.22,2230436.16
2015-02-11,1750.2,2287796.62
2015-02-12,1637.49,1113015.21
2015-02-13,1732.94,1764589.67
2015-02-14,1659.33,3043263.88
2015-02-15,1711.13,851642.93
2015-02-16,1725.58,2156608.46
2015-02-17,1723.3,1409589.47
2015-02-18,1777.44,2889719.11
2015-02-19,1802.93,1519773.48
2015-02-20,1713.72,2602527.67
2015-02-21,1720.33,2048255.55
2015-02-22,1666.38,2395309.09
2015-02-23,1756.21,1531170.83
2015-02-24,1753.65,1172845.08
2015-02-25,1703.03,2408632.44
2015-02-26,1567.15,1636749.84
2015-02-27,1726.55,1121762.67
2015-02-28,1671.8,1541624.82
2015-03-01,1807.58,1342611.22
2015-03-02,1603.39,2534341.56
2015-03-03,1685.1,1933376.95
2015-03-04,1870.84,2032100.03
2015-03-05,1735.61,2699366.98
2015-03-06,1830.8,1087699.03
2015-03-07,1752.53,1358213.43
2015-03-08,1733.41,1692242.61
2015-03-09,1668.29,1412814.02
2015-03-10,1582.89,2005783.61
2015-03-11,1726.43,1450317.45
2015-03-12,1649.27,999714.93
2015-03-13,1681.73,2996687.53
2015-03-14,1817.02,1594667.77
2015-03-15,1632.43,1348624.55
2015-03-16,1696.67,1677852.7
2015-03-17,1685.69,2263581.91
2015-03-18,1778.5,1910389.15
2015-03-19,1719.58,871210.61
2015-03-20,1691.03,1800451.5
2015-03-21,1620.45,1836970.74
2015-03-22,1617.67,1745626.48
2015-03-23,1551.29,2660092.15
2015-03-24,1660.88,1745695.58
2015-03-25,1535.18,1472159.28
2015-03-26,1592.72,1268609.66
2015-03-27,1646.78,1494976.81
2015-03-28,1687.14,1545134.83
2015-03-29,1630.21,1757648.97
2015-03-30,1474.03,1683277.31
2015-03-31,1587.79,2215116.02
2015-04-01,1393.41,1956041.56
2015-04-02,1585.09,1038324.4
2015-04-03,1528.26,1307412.31
2015-04-04,1579.0,2007597.81
2015-04-05,1546.48,2580509.56
2015-04-06,1586.4,1407810.66
2015-04-07,1426.26,1346361.7
2015-04-08,1530.87,1683276.18
2015-04-09,1502.47,1638754.56
2015-04-10,1537.57,1455856.8
2015-04-11,1511.14,2628672.73
2015-04-12,1403.55,1258006.68
2015-04-13,1469.41,1727782.4
2015-04-14,1501.66,1711976.35
2015-04-15,1455.09,2195027.05
2015-04-16,1329.02,1565872.2
2015-04-17,1326.4,2767026.64
2015-04-18,1395.69,1471356.96
2015-04-19,1326.14,2261062.79
2015-04-20,1596.21,4496918.72
2015-04-21,1377.55,2559564.29
2015-04-22,1319.78,2262372.19
2015-04-23,1430.49,1017864.88
2015-04-24,1240.28,2285954.51
2015-04-25,1350.74,1819441.1
2015-04-26,1255.64,1668630.25
2015-04-27,1453.16,945063.58
2015-04-28,1303.1,1795928.2
2015-04-29,1292.07,1462642.44
2015-04-30,1234.78,991052.84
2015-05-01,1256.73,2413692.95
2015-05-02,1278.1,1120422.1
2015-05-03,1171.1,1805087.61
2015-05-04,1155.93,707337.41
2015-05-05,1244.63,1695111.06
2015-05-06,1202.44,2539947.26
2015-05-07,1150.2,1667553.24
2015-05-08,1261.35,1051660.99
2015-05-09,1178.89,1722252.85
2015-05-10,1213.39,748148.08
2015-05-11,1115.82,1818868.41
2015-05-12,1106.64,1654147.4
2015-05-13,1112.1,1055142.15
2015-05-14,1067.38,2753599.02
2015-05-15,1183.17,2075530.02
2015-05-16,1085.09,1534596.38
2015-05-17,1147.14,1736925.21
2015-05-18,1003.89,1824900.2
2015-05-19,1068.97,2179530.49
2015-05-20,1096.15,2335168.18
2015-05-21,1034.59,1327521.52
2015-05-22,1072.58,2385580.07
2015-05-23,1147.37,2361833.81
2015-05-24,964.45,1551908.38
2015-05-25,1017.64,1346858.17
2015-05-26,986.01,2106870.05
2015-05-27,1078.47,1824237.25
2015-05-28,990.47,1613335.28
2015-05-29,1026.47,1275617.63
2015-05-30,960.18,600568.21
2015-05-31,1034.74,3398939.86
2015-06-01,973.22,1205849.87
2015-06-02,978.05,1693108.62
2015-06-03,958.31,899170.27
2015-06-04,928.27,1710301.06
2015-06-05,1062.26,757397.38
2015-06-06,989.86,1386741.0
2015-06-07,977.71,1135011.67
2015-06-08,938.89,1607202.42
2015-06-09,946.93,821797.61
2015-06-10,909.03,1038594.44
2015-06-11,927.27,1740247.81
2015-06-12,865.41,1979223.23
2015-06-13,958.22,2011639.72
2015-06-14,888.34,1332142.52
2015-06-15,979.4,1387565.74
2015-06-16,870.86,1486239.28
2015-06-17,931.37,1774631.76
2015-06-18,933.88,1413058.98
2015-06-19,894.93,1746715.31
2015-06-20,876.67,967346.81
2015-06-21,840.84,1974564.22
2015-06-22,889.65,2334418.86
2015-06-23,828.65,1157409.41
2015-06-24,889.63,556712.04
2015-06-25,909.03,1411968.49
2015-06-26,930.94,1971068.4
2015-06-27,872.85,2611688.67
2015-06-28,901.41,2135035.4
2015-06-29,902.43,1648424.45
2015-06-30,819.95,740201.5
2015-07-01,894.09,1567331.19
2015-07-02,886.24,1351172.02
2015-07-03,873.18,1827668.72
2015-07-04,873.93,1149563.91
2015-07-05,837.43,1164632.71
2015-07-06,904.88,1391198.84
2015-07-07,873.79,1453792.52
2015-07-08,889.05,2207601.85
2015-07-09,940.19,1605973.52
2015-07-10,856.59,1350424.87
2015-07-11,897.18,1041454.38
2015-07-12,842.56,1343042.43
2015-07-13,948.39,1291792.53
2015-07-14,857.08,3302497.84
2015-07-15,848.67,2104160.46
2015-07-16,937.62,1532164.53
2015-07-17,911.2,1919947.17
2015-07-18,904.76,2125872.11
2015-07-19,933.34,1985614.44
2015-07-20,910.46,2159822.5
2015-07-21,934.35,1018087.22
2015-07-22,887.29,2610447.55
2015-07-23,818.44,1427961.23
2015-07-24,868.22,1151113.55
2015-07-25,920.53,1211702.34
2015-07-26,862.65,1994748.11
2015-07-27,944.85,1217197.82
2015-07-28,939.79,2011617.15
2015-07-29,914.66,1498557.74
2015-07-30,876.88,1882395.33
2015-07-31,901.55,1743071.83
2015-08-01,1002.3,1962185.47
2015-08-02,1009.2,1196071.97
2015-08-03,990.42,1107515.27
2015-08-04,899.08,2117122.96
2015-08-05,985.57,2550961.63
2015-08-06,903.75,2965973.57
2015-08-07,944.87,1688943.86
2015-08-08,951.31,1776991.27
2015-08-09,986.02,2151159.39
2015-08-10,982.73,1612285.0
2015-08-11,885.04,1103891.7
2015-08-12,916.19,893976.25
2015-08-13,982.7,1546371.22
2015-08-14,1022.92,2153704.86
2015-08-15,1021.95,2433116.26
2015-08-16,1055.8,1803868.86
2015-08-17,983.78,1014995.17
2015-08-18,1010.85,1545839.29
2015-08-19,991.43,1016242.38
2015-08-20,1005.85,1765297.26
2015-08-21,1072.6,1478906.4
2015-08-22,1025.03,2272070.22
2015-08-23,1001.83,1047324.35
2015-08-24,957.46,542417.78
2015-08-25,974.69,1526109.08
2015-08-26,1024.72,1432005.54
2015-08-27,1021.29,1193500.35
2015-08-28,1023.18,853428.72
2015-08-29,1157.65,1414790.03
2015-08-30,1030.79,1169385.87
2015-08-31,1107.78,1466997.59
2015-09-01,1085.66,1346369.47
2015-09-02,1119.85,2603374.86
2015-09-03,1078.13,1870633.54
2015-09-04,1114.29,1860626.1
2015-09-05,1094.98,1366439.98
2015-09-06,987.53,1601660.31
2015-09-07,1071.16,1458633.89
2015-09-08,1098.46,1912380.96
2015-09-09,1115.11,967846.38
2015-09-10,1040.31,2033869.31
2015-09-11,1025.78,1124970.81
2015-09-12,1118.3,808436.84
2015-09-13,1164.96,2244564.2
2015-09-14,1087.84,774848.82
2015-09-15,1081.25,1423563.61
2015-09-16,1074.69,1490555.43
2015-09-17,1087.86,2604227.07
2015-09-18,1116.97,1453008.31
2015-09-19,1177.96,1317276.63
2015-09-20,1137.04,1922435.72
2015-09-21,976.31,1390917.88
2015-09-22,960.0,1787968.89
2015-09-23,1092.87,3154430.96
2015-09-24,1162.98,1717161.28
2015-09-25,1080.33,1190106.06
2015-09-26,986.68,1181117.95
2015-09-27,1019.07,1090238.3
2015-09-28,1152.11,1230806.37
2015-09-29,1133.41,1794740.11
2015-09-30,1089.53,2047598.12
2015-10-01,1044.2,1180256.15
2015-10-02,1132.27,1572176.96
2015-10-03,1046.52,2077473.17
2015-10-04,1195.22,1648041.86
2015-10-05,1144.73,1799707.17
2015-10-06,1126.07,1964069.97
2015-10-07,1133.5,1112421.91
2015-10-08,1115.12,1727970.07
2015-10-09,1146.05,1050020.26
2015-10-10,1088.91,1480141.2
2015-10-11,1031.19,1357221.64
2015-10-12,1169.04,1221344.88
2015-10-13,1122.63,1992491.67
2015-10-14,1066.97,1713813.53
2015-10-15,1006.71,1982113.84
2015-10-16,1111.86,2717602.86
2015-10-17,1001.66,1387118.02
2015-10-18,1070.9,1077558.1
2015-10-19,1005.46,1360209.19
2015-10-20,1001.37,1172359.46
2015-10-21,1002.27,2806048.7
2015-10-22,992.31,1929350.77
2015-10-23,956.7,1564327.95
2015-10-24,993.94,800713.87
2015-10-25,1029.94,1756081.66
2015-10-26,1082.2,1154689.51
2015-10-27,1087.81,1535956.96
2015-10-28,961.95,931374.83
2015-10-29,1031.85,1998722.55
2015-10-30,1081.09,1937437.55
2015-10-31,960.41,997336.11
2015-11-01,1069.02,1017930.36
2015-11-02,1021.67,4062034.32
2015-11-03,943.21,1812665.58
2015-11-04,954.82,2858651.8
2015-11-05,925.02,2547315.36
2015-11-06,961.96,2255966.21
2015-11-07,984.04,2785850.27
2015-11-08,908.16,1914453.85
2015-11-09,945.35,1776778.39
2015-11-10,956.13,1875304.93
2015-11-11,917.94,2224485.54
2015-11-12,977.05,1452921.31
2015-11-13,936.65,2118855.7
2015-11-14,932.93,4548480.05
2015-11-15,905.65,2092590.68
2015-11-16,883.61,1327125.76
2015-11-17,913.12,3132781.1
2015-11-18,828.32,1597742.97
2015-11-19,830.41,2027204.75
2015-11-20,955.21,1434094.1
2015-11-21,964.65,1618945.52
2015-11-22,882.85,1856722.61
2015-11-23,883.23,1618005.07
2015-11-24,869.68,1128779.54
2015-11-25,879.71,847873.11
2015-11-26,877.15,1652144.09
2015-11-27,846.25,2009046.01
2015-11-28,834.08,1420333.75
2015-11-29,881.22,958272.39
2015-11-30,888.09,1008202.31
2015-12-01,893.69,1404069.91
2015-12-02,938.84,2740109.71
2015-12-03,904.73,2271110.53
2015-12-04,902.58,1508748.4
2015-12-05,843.66,2920514.68
2015-12-06,760.44,1667267.55
2015-12-07,862.7,1217354.67
2015-12-08,884.04,1291312.56
2015-12-09,834.23,1773358.57
2015-12-10,857.62,2846680.51
2015-12-11,851.28,2202648.72
2015-12-12,835.38,1307077.35
2015-12-13,994.86,2194023.21
2015-12-14,867.73,6428682.44
2015-12-15,822.78,2201516.41
2015-12-16,849.17,1637465.79
2015-12-17,942.19,1980781.56
2015-12-18,834.62,2592873.03
2015-12-19,828.88,1955163.76
2015-12-20,841.31,2321733.11
2015-12-21,820.08,1270815.87
2015-12-22,864.46,1598176.08
2015-12-23,855.4,1869802.0
2015-12-24,798.64,2172520.37
2015-12-25,844.78,2932057.03
2015-12-26,815.19,1912567.09
2015-12-27,798.9,3907526.96
2015-12-28,829.63,2006129.52
2015-12-29,817.33,1723980.92
2015-12-30,844.75,2551391.53
2015-12-31,908.9,2910015.17
2016-01-01,765.1,2574902.87
2016-01-02,869.51,3186374.48
2016-01-03,843.72,1447781.88
2016-01-04,869.98,1666314.72
2016-01-05,837.77,1523023.21
2016-01-06,878.9,1905234.79
2016-01-07,901.82,1251770.15
2016-01-08,841.73,2903272.08
2016-01-09,896.53,3405123.53
2016-01-10,835.04,4950751.2
2016-01-11,858.02,2330119.17
2016-01-12,903.3,3613795.27
2016-01-13,915.54,1873445.9
2016-01-14,872.46,1908043.41
2016-01-15,907.22,2604200.49
2016-01-16,917.92,2507639.49
2016-01-17,863.03,2740699.1
2016-01-18,937.55,3058361.01
2016-01-19,937.96,3065172.81
2016-01-20,996.43,2657945.76
2016-01-21,938.35,2761507.64
2016-01-22,987.2,3311275.59
2016-01-23,908.0,4384898.91
2016-01-24,1024.72,2788472.63
2016-01-25,1014.09,1721083.37
2016-01-26,1026.32,3351153.38
2016-01-27,948.56,2141658.96
2016-01-28,947.79,1470443.43
2016-01-29,1022.01,3447384.37
2016-01-30,1016.09,3359212.11
2016-01-31,1050.25,3527281.87
2016-02-01,1052.24,3076926.57
2016-02-02,1059.34,2329791.86
2016-02-03,1072.92,1190293.94
2016-02-04,1030.89,3635028.94
2016-02-05,1002.5,4072868.04
2016-02-06,1075.17,3267010.21
2016-02-07,1018.62,2568939.67
2016-02-08,951.1,3869386.38
2016-02-09,1196.03,2567581.56
2016-02-10,1169.9,3131961.29
2016-02-11,1108.7,2023610.74
2016-02-12,1155.11,2420829.11
2016-02-13,1117.72,3849708.6
2016-02-14,1294.97,2451993.69
2016-02-15,1194.48,3161027.41
2016-02-16,1285.8,2927508.8
2016-02-17,1198.22,4252941.45
2016-02-18,1154.28,2915344.51
2016-02-19,1238.44,3767901.3
2016-02-20,1104.26,4552417.56
2016-02-21,1212.67,4106323.64
2016-02-22,1296.16,2231693.25
2016-02-23,1148.66,4491426.42
2016-02-24,1215.56,4114393.14
2016-02-25,1212.65,3853633.69
2016-02-26,1295.1,2289757.64
2016-02-27,1281.03,3435503.97
2016-02-28,1462.21,2717112.82
2016-02-29,1406.25,3024902.26
2016-03-01,1246.74,4398612.72
2016-03-02,1336.26,3554836.64
2016-03-03,1299.07,3042790.87
2016-03-04,1285.72,2915288.23
